Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,sentiment,Vehicle_Age_< 1 Year,Vehicle_Age_> 2 Years
1,21,1,41.0,0,1,36704.0,152.0,191,0,0,True,False
1,30,1,46.0,1,0,24556.0,160.0,49,0,0,True,False
0,42,1,28.0,1,0,35168.0,31.0,204,0,0,False,False
0,35,1,46.0,1,0,35603.0,124.0,211,0,0,False,False
1,57,1,18.0,0,1,33439.0,124.0,63,0,0,False,False
1,48,1,28.0,0,0,22863.0,26.0,147,0,0,False,False
0,27,1,41.0,1,0,31261.0,152.0,169,0,0,True,False
0,69,1,28.0,0,1,63457.0,122.0,272,0,0,False,True
0,23,1,41.0,1,0,32834.0,152.0,261,0,0,True,False
0,23,1,8.0,1,0,28623.0,160.0,42,0,0,True,False
1,46,1,28.0,1,1,46470.0,26.0,258,0,0,False,False
1,44,1,28.0,0,1,33572.0,124.0,259,0,0,False,False
1,54,1,33.0,0,1,37641.0,26.0,144,0,0,False,False
1,25,1,39.0,1,0,26290.0,151.0,135,0,0,True,False
0,40,1,41.0,0,1,27868.0,124.0,30,0,0,False,False
1,26,1,15.0,0,1,38654.0,152.0,172,0,0,True,False
1,26,1,17.0,1,0,23379.0,152.0,243,0,0,True,False
1,29,1,35.0,1,1,30168.0,152.0,83,0,0,True,False
0,21,1,28.0,1,0,36329.0,152.0,238,0,0,True,False
1,73,1,28.0,0,1,32921.0,125.0,35,0,0,False,False
1,45,1,39.0,0,1,31104.0,25.0,177,0,0,False,True
1,23,1,29.0,1,0,26921.0,152.0,187,0,0,True,False
0,24,1,10.0,1,0,26896.0,152.0,40,0,0,True,False
0,67,1,28.0,0,1,37235.0,26.0,155,0,0,False,False
1,26,1,11.0,0,0,2630.0,152.0,123,0,0,True,False
0,29,1,45.0,0,1,25844.0,154.0,117,1,1,False,False
1,53,1,8.0,0,1,2630.0,124.0,210,1,1,False,False
1,45,1,28.0,0,1,25741.0,26.0,12,1,1,False,False
0,38,1,29.0,0,1,2630.0,157.0,284,0,0,False,False
1,64,1,28.0,1,0,33023.0,124.0,249,0,0,False,False
0,30,1,28.0,0,0,39587.0,122.0,10,0,0,False,False
0,24,1,46.0,1,0,2630.0,152.0,134,0,0,True,False
1,57,1,5.0,0,1,36682.0,29.0,136,1,1,False,False
0,21,1,7.0,1,0,54289.0,152.0,184,0,0,True,False
0,50,1,33.0,0,1,35329.0,156.0,256,0,0,False,True
1,36,1,8.0,0,1,29770.0,19.0,290,0,0,False,False
1,27,1,30.0,1,0,22906.0,152.0,290,0,0,True,False
1,53,1,11.0,0,1,2630.0,26.0,160,1,1,False,False
0,29,1,3.0,0,1,27227.0,152.0,199,0,0,True,False
1,36,1,35.0,0,1,25017.0,124.0,203,0,0,False,False
1,24,1,28.0,1,0,31279.0,152.0,43,0,0,True,False
1,34,1,28.0,0,1,2630.0,157.0,152,0,0,False,False
0,23,1,10.0,0,0,2630.0,152.0,186,0,0,True,False
1,77,1,50.0,1,0,42327.0,124.0,10,0,0,False,False
1,23,1,5.0,1,0,26533.0,152.0,113,0,0,True,False
0,30,1,28.0,1,1,32446.0,152.0,199,0,0,True,False
1,44,1,28.0,0,1,50521.0,139.0,168,0,0,False,False
1,54,1,28.0,0,1,2630.0,158.0,36,0,0,False,False
1,43,1,15.0,1,0,36593.0,124.0,21,0,0,False,False
1,47,1,28.0,0,1,35531.0,124.0,264,0,0,False,False
1,51,1,24.0,1,0,30147.0,26.0,289,0,0,False,False
0,24,1,46.0,1,0,26625.0,160.0,63,0,0,True,False
1,63,1,8.0,1,0,36345.0,26.0,271,0,0,False,False
1,25,1,5.0,1,0,29465.0,152.0,216,0,0,True,False
0,24,1,3.0,1,0,28476.0,152.0,24,0,0,True,False
1,58,1,30.0,1,0,2630.0,152.0,150,0,0,False,False
1,24,1,30.0,0,1,20163.0,152.0,26,0,0,True,False
0,26,1,29.0,1,0,2630.0,152.0,259,0,0,True,False
0,30,1,15.0,1,0,40719.0,152.0,283,0,0,True,False
1,41,1,28.0,0,1,47967.0,4.0,260,0,0,False,False
1,28,1,3.0,1,0,28616.0,152.0,110,0,0,True,False
1,54,1,29.0,0,1,2630.0,26.0,49,0,0,False,False
1,44,1,29.0,0,0,50666.0,124.0,252,0,0,False,False
1,27,1,26.0,1,0,2630.0,152.0,260,0,0,True,False
0,74,1,28.0,0,1,64580.0,26.0,240,0,0,False,True
1,40,1,28.0,0,1,43713.0,26.0,291,0,0,False,False
1,46,1,23.0,0,1,38915.0,124.0,182,0,0,False,False
0,54,1,29.0,0,1,2630.0,156.0,159,0,0,False,False
1,52,1,28.0,0,1,70037.0,122.0,218,1,1,False,False
1,39,1,28.0,0,1,28413.0,124.0,199,0,0,False,False
1,41,1,39.0,0,0,33946.0,124.0,122,0,0,False,False
1,51,1,47.0,1,0,32630.0,124.0,251,0,0,False,False
1,27,1,41.0,1,0,45316.0,152.0,183,0,0,True,False
1,55,1,28.0,0,1,29622.0,124.0,262,1,1,False,False
1,30,1,46.0,1,0,36721.0,160.0,58,0,0,True,False
1,52,1,13.0,0,1,31733.0,124.0,42,0,0,False,False
1,29,1,46.0,1,0,34219.0,152.0,60,0,0,True,False
0,23,1,23.0,1,0,33005.0,152.0,32,0,0,True,False
0,24,1,36.0,0,1,42588.0,152.0,13,0,0,True,False
1,46,1,15.0,1,0,28329.0,154.0,178,0,0,False,False
1,23,1,3.0,1,0,21871.0,152.0,56,0,0,True,False
0,20,1,28.0,0,1,2630.0,156.0,64,0,0,False,False
0,23,1,46.0,1,0,27062.0,151.0,210,0,0,True,False
0,45,1,8.0,0,1,36169.0,26.0,187,1,1,False,False
1,51,1,29.0,0,1,29234.0,124.0,252,0,0,False,False
0,26,1,18.0,1,1,2630.0,160.0,100,0,0,True,False
0,20,1,15.0,0,1,27649.0,160.0,111,0,0,True,False
1,50,1,8.0,0,1,46463.0,124.0,209,1,1,False,True
1,24,1,8.0,1,0,66499.0,152.0,183,0,0,True,False
1,23,1,16.0,1,0,28210.0,152.0,269,0,0,True,False
1,24,1,10.0,1,0,29995.0,152.0,144,0,0,True,False
1,28,1,33.0,0,1,2630.0,26.0,60,0,0,False,False
0,25,1,36.0,1,0,2630.0,160.0,203,0,0,True,False
1,64,1,11.0,0,1,35076.0,124.0,29,0,0,False,False
0,23,1,41.0,1,0,23916.0,152.0,250,0,0,True,False
0,26,1,28.0,0,1,2630.0,156.0,239,0,0,True,False
1,73,1,28.0,0,1,33762.0,26.0,122,1,1,False,False
1,71,1,28.0,1,0,64065.0,124.0,179,0,0,False,False
1,44,1,41.0,0,1,2630.0,26.0,13,1,1,False,False
1,37,1,15.0,0,1,27423.0,154.0,116,1,1,False,False
1,27,1,41.0,0,1,44658.0,152.0,73,1,1,True,False
1,75,1,2.0,0,1,38743.0,124.0,276,0,0,False,False
0,73,1,41.0,0,1,52493.0,136.0,62,0,0,False,False
1,22,1,29.0,1,0,30066.0,152.0,91,0,0,True,False
1,43,1,28.0,0,0,38786.0,15.0,261,0,0,False,False
0,24,1,21.0,1,0,29845.0,152.0,290,0,0,True,False
0,72,1,28.0,0,1,55288.0,124.0,178,0,0,False,False
0,44,1,33.0,0,1,35855.0,132.0,234,0,0,False,False
0,26,1,50.0,1,0,42201.0,152.0,54,0,0,True,False
0,23,1,38.0,1,0,41079.0,152.0,205,0,0,True,False
0,23,1,36.0,0,1,35131.0,152.0,28,0,0,True,False
1,29,1,18.0,0,1,29307.0,152.0,91,0,0,True,False
0,23,1,8.0,1,0,38031.0,152.0,191,0,0,True,False
1,73,1,28.0,1,0,50254.0,26.0,75,0,0,False,False
0,36,1,41.0,0,1,35843.0,156.0,55,1,1,False,False
0,23,1,41.0,0,1,43626.0,124.0,114,0,0,True,False
0,52,1,48.0,0,0,2630.0,26.0,247,0,0,False,False
1,31,1,50.0,1,0,39520.0,152.0,291,0,0,True,False
1,42,1,28.0,0,1,50589.0,26.0,110,0,0,False,True
1,34,1,24.0,0,1,2630.0,157.0,239,0,0,False,False
1,52,1,0.0,0,1,2630.0,124.0,299,0,0,False,False
1,20,1,15.0,0,0,47190.0,160.0,169,0,0,True,False
0,24,1,8.0,0,0,57147.0,152.0,117,0,0,True,False
1,25,1,30.0,1,0,28785.0,152.0,65,0,0,True,False
1,55,0,28.0,0,1,67935.0,26.0,195,0,0,False,False
0,25,1,15.0,0,1,24497.0,152.0,16,0,0,True,False
0,21,1,21.0,0,1,2630.0,152.0,180,1,1,True,False
0,39,1,36.0,0,1,30816.0,156.0,286,0,0,False,False
1,40,1,28.0,0,1,55387.0,26.0,202,1,1,False,False
1,44,1,47.0,0,1,37520.0,16.0,120,1,1,False,False
1,22,1,49.0,0,1,33062.0,152.0,210,0,0,True,False
0,24,1,1.0,0,1,2630.0,160.0,131,0,0,True,False
1,41,1,28.0,0,1,38634.0,124.0,164,0,0,False,False
0,49,1,14.0,0,0,2630.0,26.0,16,0,0,False,False
0,20,1,46.0,0,0,2630.0,160.0,61,0,0,True,False
0,32,1,8.0,0,1,21956.0,124.0,240,1,1,False,False
0,22,1,2.0,1,0,23451.0,152.0,163,0,0,True,False
0,31,1,41.0,1,0,32400.0,152.0,208,0,0,True,False
1,45,1,28.0,1,0,63944.0,124.0,28,0,0,False,False
1,54,1,8.0,0,1,80354.0,124.0,140,0,0,False,False
1,38,1,16.0,0,1,2630.0,156.0,87,0,0,False,False
1,52,1,8.0,0,0,32607.0,124.0,229,0,0,False,False
1,41,1,15.0,1,0,37956.0,14.0,90,0,0,False,False
0,27,1,10.0,1,0,26456.0,152.0,76,0,0,True,False
0,29,1,15.0,1,0,28234.0,152.0,84,0,0,True,False
1,25,1,15.0,1,0,30842.0,152.0,20,0,0,True,False
0,59,1,15.0,0,1,2630.0,156.0,211,0,0,False,False
0,40,1,28.0,1,0,30113.0,124.0,256,0,0,False,False
1,37,1,28.0,0,1,50521.0,124.0,47,0,0,False,False
0,24,1,15.0,0,0,39041.0,152.0,189,0,0,True,False
1,42,1,37.0,1,0,25098.0,128.0,223,0,0,False,False
1,47,1,28.0,0,1,30759.0,124.0,157,0,0,False,False
1,40,1,28.0,0,1,27925.0,124.0,267,0,0,False,False
0,49,1,25.0,0,1,2630.0,163.0,225,1,1,False,False
0,73,1,28.0,1,0,38179.0,122.0,95,0,0,False,False
1,20,1,15.0,0,1,34278.0,160.0,78,0,0,True,False
0,23,1,4.0,1,0,34177.0,152.0,192,0,0,True,False
1,47,1,28.0,0,1,45384.0,124.0,110,0,0,False,False
0,23,1,11.0,1,0,25200.0,152.0,259,0,0,True,False
1,21,1,2.0,0,0,32247.0,152.0,159,0,0,True,False
1,28,1,28.0,1,0,37294.0,152.0,194,0,0,True,False
0,33,1,50.0,1,0,48875.0,152.0,169,0,0,True,False
1,29,1,28.0,0,1,43379.0,124.0,193,1,1,False,False
1,45,1,28.0,0,1,40116.0,124.0,151,0,0,False,False
1,26,1,15.0,0,1,2630.0,152.0,31,0,0,True,False
1,21,1,13.0,1,1,30899.0,160.0,219,0,0,True,False
0,22,1,8.0,1,0,39371.0,152.0,299,0,0,True,False
0,41,1,29.0,1,0,2630.0,154.0,174,0,0,False,False
1,23,1,9.0,0,1,42894.0,152.0,283,1,1,True,False
1,27,1,30.0,0,1,28703.0,152.0,154,0,0,True,False
0,21,1,29.0,1,0,38791.0,152.0,30,0,0,True,False
1,23,1,7.0,1,0,32588.0,160.0,201,0,0,True,False
1,25,1,29.0,1,0,26992.0,152.0,248,0,0,True,False
1,71,1,28.0,0,1,2630.0,26.0,183,0,0,False,False
1,48,1,28.0,0,1,49781.0,26.0,236,0,0,False,False
1,45,1,27.0,0,1,34630.0,154.0,193,0,0,False,False
0,43,1,28.0,1,0,37570.0,124.0,110,0,0,False,False
0,47,1,46.0,0,1,28186.0,124.0,120,0,0,False,False
0,22,1,8.0,1,0,41198.0,152.0,282,0,0,True,False
1,27,1,30.0,1,0,38472.0,152.0,198,0,0,True,False
0,33,1,28.0,0,0,2630.0,1.0,47,0,0,True,False
0,39,1,28.0,0,0,64781.0,26.0,122,0,0,False,False
1,22,1,41.0,0,1,36721.0,160.0,97,0,0,True,False
0,25,1,21.0,1,0,27519.0,152.0,43,0,0,True,False
0,67,1,48.0,1,0,2630.0,156.0,275,0,0,False,False
1,22,1,41.0,1,0,24560.0,160.0,53,0,0,True,False
1,52,1,39.0,0,1,36337.0,26.0,276,0,0,False,False
0,31,1,8.0,1,0,51281.0,152.0,256,0,0,True,False
1,33,1,30.0,1,0,2630.0,152.0,186,0,0,True,False
1,58,1,28.0,0,1,31221.0,122.0,249,0,0,False,True
0,49,1,28.0,0,1,64469.0,26.0,145,1,1,False,True
1,41,1,28.0,1,0,29926.0,26.0,194,0,0,False,False
1,31,1,29.0,1,0,37616.0,26.0,218,0,0,False,False
1,24,1,39.0,0,1,33799.0,152.0,89,0,0,True,False
1,22,1,35.0,0,0,43383.0,152.0,190,0,0,True,False
1,58,1,28.0,0,1,47305.0,124.0,207,0,0,False,True
1,20,1,2.0,1,0,23052.0,160.0,20,0,0,True,False
1,34,1,41.0,0,1,2630.0,156.0,198,0,0,False,False
0,28,1,15.0,0,0,32036.0,152.0,13,0,0,True,False
0,68,1,28.0,0,1,2630.0,156.0,167,0,0,False,False
1,68,1,8.0,0,1,45600.0,124.0,36,0,0,False,False
1,52,1,28.0,0,1,43760.0,26.0,79,0,0,False,False
1,21,1,28.0,1,0,24605.0,160.0,231,0,0,True,False
1,31,1,28.0,1,0,51057.0,152.0,218,0,0,True,False
0,25,1,28.0,1,0,42984.0,152.0,229,0,0,True,False
1,62,1,47.0,1,0,46268.0,16.0,145,0,0,False,False
1,30,1,28.0,1,0,59848.0,152.0,240,0,0,True,False
1,25,1,24.0,0,1,23911.0,152.0,278,0,0,True,False
0,25,1,15.0,0,1,25158.0,152.0,159,0,0,True,False
1,76,1,28.0,1,0,73424.0,26.0,210,0,0,False,False
1,27,1,15.0,0,1,2630.0,152.0,113,0,0,True,False
0,24,1,7.0,0,1,42539.0,152.0,55,0,0,True,False
1,21,1,6.0,0,1,23300.0,152.0,195,0,0,True,False
1,55,1,3.0,0,1,2630.0,124.0,103,1,1,False,False
1,42,1,3.0,1,1,35542.0,124.0,236,0,0,False,False
0,47,1,28.0,0,1,45653.0,52.0,53,0,0,False,False
0,25,1,41.0,1,0,21643.0,160.0,297,0,0,True,False
1,42,1,28.0,0,1,25231.0,26.0,143,1,1,False,False
1,69,1,28.0,1,0,48065.0,124.0,50,0,0,False,False
1,29,1,50.0,1,0,31238.0,152.0,209,0,0,True,False
0,24,1,32.0,0,1,38544.0,152.0,98,0,0,True,False
0,25,1,28.0,1,0,36571.0,152.0,223,1,1,True,False
0,41,1,41.0,0,0,2630.0,124.0,184,0,0,False,False
0,23,1,2.0,0,1,22902.0,152.0,74,0,0,True,False
1,23,1,36.0,0,0,37879.0,152.0,296,0,0,True,False
1,28,1,27.0,1,0,2630.0,152.0,162,0,0,True,False
0,74,1,28.0,0,0,69856.0,26.0,176,0,0,False,False
0,41,1,33.0,1,0,29278.0,26.0,164,0,0,False,False
0,59,1,8.0,1,0,2630.0,1.0,129,0,0,True,False
1,35,1,37.0,0,1,34049.0,124.0,156,1,1,False,False
0,50,1,46.0,1,0,31230.0,11.0,212,0,0,False,False
1,39,1,46.0,0,0,40852.0,26.0,200,0,0,False,False
1,23,1,15.0,0,1,33667.0,152.0,75,0,0,True,False
0,27,1,36.0,1,0,31716.0,152.0,16,0,0,True,False
1,45,1,19.0,1,0,31978.0,124.0,173,0,0,False,False
0,41,1,28.0,0,1,49383.0,26.0,15,1,1,False,False
1,42,1,38.0,0,1,34089.0,124.0,208,0,0,False,False
1,75,1,39.0,1,0,40261.0,26.0,290,0,0,False,False
0,22,1,47.0,1,0,29222.0,152.0,84,0,0,True,False
1,51,1,29.0,0,1,25503.0,26.0,182,1,1,False,False
0,38,1,50.0,1,0,34937.0,124.0,26,0,0,False,False
1,54,1,28.0,0,1,35492.0,26.0,45,1,1,False,True
0,23,1,43.0,0,1,2630.0,151.0,116,0,0,True,False
1,67,1,28.0,0,1,45417.0,30.0,98,0,0,False,False
1,26,1,2.0,0,1,36198.0,152.0,154,0,0,True,False
1,65,1,1.0,1,1,2630.0,26.0,174,0,0,False,False
0,21,1,15.0,0,1,32349.0,152.0,220,0,0,True,False
1,39,1,39.0,0,1,40633.0,124.0,282,0,0,False,False
1,23,1,29.0,0,1,36525.0,152.0,209,0,0,True,False
0,58,1,38.0,1,0,2630.0,26.0,208,0,0,False,False
1,37,1,28.0,0,1,31501.0,124.0,106,0,0,False,False
1,29,1,8.0,0,1,48047.0,152.0,164,0,0,True,False
1,22,1,34.0,1,0,31709.0,152.0,68,0,0,True,False
0,67,1,46.0,1,1,35343.0,26.0,51,0,0,False,False
1,43,1,11.0,0,1,35552.0,26.0,89,1,1,False,False
0,39,1,28.0,0,1,2630.0,26.0,103,0,0,False,False
1,50,1,15.0,0,1,29434.0,26.0,74,0,0,False,True
1,23,1,10.0,0,1,23699.0,152.0,236,0,0,True,False
0,25,1,11.0,1,0,35679.0,152.0,136,0,0,True,False
0,25,1,11.0,1,0,35842.0,152.0,64,0,0,True,False
1,30,1,30.0,1,0,27997.0,156.0,150,0,0,False,False
1,43,1,28.0,0,1,49324.0,26.0,112,0,0,False,False
0,48,1,40.0,0,1,33565.0,26.0,202,0,0,False,False
1,23,1,19.0,0,0,34107.0,152.0,134,1,1,True,False
0,25,1,8.0,1,0,38471.0,152.0,74,0,0,True,False
1,53,1,12.0,0,1,25850.0,26.0,164,0,0,False,False
1,40,1,38.0,1,0,26371.0,124.0,170,0,0,False,False
0,35,1,15.0,0,1,35168.0,124.0,278,1,1,False,False
1,38,1,28.0,1,0,68637.0,26.0,282,0,0,False,False
1,33,1,28.0,0,1,47720.0,124.0,67,0,0,True,False
1,54,1,8.0,0,1,42391.0,26.0,48,0,0,False,False
1,23,1,46.0,0,1,2630.0,152.0,169,0,0,True,False
0,26,1,28.0,1,0,34448.0,124.0,287,0,0,False,False
1,66,1,28.0,1,0,2630.0,26.0,155,0,0,False,False
0,35,1,41.0,1,0,22567.0,151.0,29,0,0,False,False
0,22,1,41.0,0,1,18571.0,160.0,237,0,0,True,False
0,21,1,46.0,1,0,2630.0,152.0,275,0,0,True,False
1,45,1,50.0,1,0,37170.0,120.0,237,0,0,False,False
1,41,1,45.0,0,1,28718.0,26.0,100,0,0,False,False
0,25,1,46.0,1,0,27730.0,152.0,91,0,0,True,False
0,24,1,2.0,1,0,30548.0,152.0,265,0,0,True,False
1,23,1,27.0,1,0,33092.0,152.0,138,0,0,True,False
0,23,1,25.0,1,0,28420.0,160.0,47,0,0,True,False
0,22,1,8.0,0,0,43789.0,152.0,169,0,0,True,False
0,26,1,32.0,1,0,31471.0,152.0,150,0,0,True,False
0,28,1,6.0,1,0,24513.0,152.0,87,0,0,True,False
1,23,1,9.0,0,1,49633.0,151.0,56,0,0,True,False
0,24,1,46.0,0,1,33251.0,152.0,145,0,0,True,False
0,51,1,21.0,0,1,2630.0,124.0,234,0,0,False,False
1,67,1,8.0,0,1,29699.0,7.0,133,0,0,False,False
0,24,1,41.0,1,0,53366.0,152.0,11,0,0,True,False
1,27,1,26.0,1,0,42798.0,151.0,116,0,0,True,False
0,28,1,18.0,1,0,89778.0,152.0,252,0,0,True,False
1,58,1,3.0,1,0,22467.0,152.0,69,0,0,False,False
1,50,1,41.0,0,1,28273.0,122.0,51,0,0,False,False
1,64,1,16.0,0,1,35934.0,124.0,264,1,1,False,True
1,61,1,28.0,0,1,41760.0,124.0,63,0,0,False,True
0,32,1,46.0,1,0,35942.0,11.0,39,0,0,False,False
1,41,1,28.0,1,0,46317.0,26.0,249,0,0,False,False
0,33,1,10.0,1,0,30555.0,152.0,230,0,0,True,False
0,22,1,44.0,0,1,2630.0,152.0,76,0,0,True,False
1,40,1,28.0,0,1,34041.0,124.0,50,1,1,False,False
1,70,1,8.0,0,1,49991.0,26.0,180,0,0,False,False
0,64,1,28.0,0,1,39327.0,122.0,45,0,0,False,False
1,60,1,46.0,0,1,34883.0,11.0,62,0,0,False,False
1,48,1,28.0,0,1,36677.0,26.0,40,1,1,False,False
1,53,1,41.0,0,1,33747.0,106.0,142,0,0,False,False
0,72,1,29.0,1,0,37730.0,156.0,184,0,0,False,False
0,53,1,28.0,0,1,36274.0,152.0,66,0,0,False,False
0,30,1,46.0,0,1,2630.0,152.0,67,0,0,True,False
0,27,1,34.0,0,1,36668.0,152.0,181,0,0,True,False
1,24,1,14.0,1,0,16288.0,152.0,236,0,0,True,False
0,25,1,19.0,1,0,28299.0,152.0,158,0,0,True,False
0,55,1,26.0,1,0,30352.0,26.0,172,0,0,False,False
0,41,1,39.0,0,1,48964.0,26.0,206,0,0,False,False
0,23,1,8.0,1,0,26689.0,152.0,158,0,0,True,False
1,48,1,8.0,0,1,38437.0,25.0,62,1,1,False,False
1,40,1,7.0,1,0,52053.0,26.0,113,0,0,False,False
1,73,1,28.0,0,1,30420.0,122.0,167,0,0,False,False
0,25,1,36.0,0,1,2630.0,151.0,73,0,0,True,False
0,78,1,18.0,0,1,29609.0,152.0,81,0,0,False,False
0,26,1,28.0,1,0,38378.0,152.0,214,0,0,True,False
0,37,1,28.0,1,0,2630.0,124.0,262,0,0,False,False
0,42,1,41.0,0,1,27088.0,26.0,58,0,0,False,False
1,57,1,41.0,1,0,39292.0,26.0,167,0,0,False,False
0,30,1,47.0,0,1,31743.0,152.0,264,0,0,True,False
1,25,1,10.0,1,0,2630.0,152.0,189,0,0,True,False
0,23,1,8.0,0,1,2630.0,156.0,245,0,0,True,False
0,77,1,28.0,1,0,45462.0,26.0,62,0,0,False,False
0,21,1,11.0,1,0,30513.0,152.0,222,0,0,True,False
1,25,1,37.0,1,0,32009.0,152.0,231,0,0,True,False
0,35,1,30.0,1,0,2630.0,152.0,159,0,0,False,False
1,21,1,18.0,1,0,38316.0,152.0,93,0,0,True,False
0,60,1,29.0,0,0,25276.0,26.0,185,0,0,False,False
1,36,1,9.0,1,0,19711.0,152.0,116,0,0,False,False
0,68,1,28.0,0,1,57148.0,122.0,169,0,0,False,False
1,48,1,24.0,0,1,29380.0,26.0,174,0,0,False,False
1,30,1,18.0,1,1,35456.0,131.0,218,0,0,False,False
1,70,1,33.0,1,0,40988.0,122.0,94,0,0,False,False
1,25,1,29.0,0,1,23272.0,124.0,211,0,0,False,False
1,37,1,28.0,0,1,41499.0,26.0,201,0,0,False,False
1,24,1,30.0,1,0,29736.0,152.0,20,0,0,True,False
1,23,1,8.0,1,0,64382.0,152.0,31,0,0,True,False
1,48,1,39.0,0,1,2630.0,124.0,128,0,0,False,True
0,41,1,17.0,0,1,36621.0,124.0,195,1,1,False,False
0,49,1,50.0,1,0,45755.0,18.0,191,0,0,False,False
0,21,1,36.0,0,1,46491.0,160.0,202,0,0,True,False
1,21,1,28.0,1,0,40421.0,152.0,132,0,0,True,False
1,23,1,39.0,0,1,2630.0,156.0,196,0,0,True,False
0,24,1,17.0,1,0,24585.0,152.0,277,0,0,True,False
1,47,1,50.0,0,1,2630.0,157.0,27,0,0,False,False
0,25,1,37.0,0,0,33528.0,152.0,34,0,0,True,False
0,25,1,46.0,1,0,29618.0,152.0,90,0,0,True,False
1,34,1,4.0,0,1,16254.0,157.0,20,1,1,False,False
0,23,1,6.0,1,0,22784.0,152.0,13,0,0,True,False
0,27,1,28.0,1,0,40358.0,152.0,231,0,0,True,False
1,72,1,28.0,0,1,42650.0,26.0,23,0,0,False,False
1,24,1,35.0,1,0,31008.0,152.0,194,0,0,True,False
1,54,1,9.0,0,1,32513.0,26.0,276,1,1,False,False
0,55,1,47.0,0,1,45095.0,124.0,160,0,0,False,True
1,65,1,11.0,0,1,40962.0,26.0,68,0,0,False,False
0,24,1,47.0,1,0,33683.0,152.0,162,0,0,True,False
1,23,1,14.0,0,0,38445.0,152.0,37,0,0,True,False
0,23,1,13.0,0,0,32864.0,152.0,284,0,0,True,False
1,24,1,29.0,1,1,36615.0,26.0,219,0,0,True,False
1,61,1,45.0,0,1,20645.0,124.0,88,1,1,False,True
1,77,1,8.0,1,0,24725.0,124.0,198,0,0,False,False
0,24,1,15.0,1,1,31659.0,152.0,298,0,0,True,False
0,73,1,46.0,0,0,2630.0,26.0,294,0,0,False,False
0,41,1,1.0,0,0,2630.0,156.0,256,0,0,False,False
1,44,1,28.0,0,1,45077.0,156.0,26,0,0,False,False
1,21,1,41.0,0,1,26278.0,154.0,100,1,1,False,False
1,70,1,26.0,1,0,27888.0,22.0,219,0,0,False,False
0,25,1,3.0,1,0,22704.0,152.0,159,0,0,True,False
0,50,1,28.0,1,0,40127.0,26.0,64,0,0,False,False
0,60,1,28.0,0,1,24529.0,35.0,282,0,0,False,False
1,53,1,11.0,1,0,36676.0,26.0,193,0,0,False,False
0,49,1,28.0,0,1,2630.0,26.0,295,0,0,True,False
0,26,1,50.0,1,0,39582.0,152.0,136,0,0,True,False
1,54,1,8.0,0,1,62388.0,26.0,34,1,1,False,False
1,24,1,41.0,0,1,31445.0,26.0,10,1,1,True,False
0,27,1,13.0,1,0,2630.0,160.0,234,0,0,True,False
0,69,0,35.0,1,0,28731.0,26.0,143,0,0,False,False
0,28,1,11.0,1,0,26121.0,152.0,95,0,0,True,False
0,23,1,8.0,0,1,35914.0,152.0,239,0,0,True,False
0,41,1,28.0,0,1,25483.0,124.0,54,0,0,False,False
0,63,1,28.0,0,1,35352.0,26.0,228,0,0,False,False
1,32,1,8.0,0,1,2630.0,156.0,143,0,0,False,False
1,29,1,28.0,0,1,37489.0,152.0,140,0,0,True,False
0,26,1,47.0,0,1,2630.0,160.0,175,0,0,True,False
1,38,1,41.0,0,1,2630.0,157.0,180,0,0,False,True
0,23,1,47.0,0,1,41056.0,152.0,80,0,0,True,False
1,29,1,46.0,0,1,31223.0,152.0,245,0,0,True,False
1,56,1,24.0,1,0,35837.0,124.0,175,0,0,False,False
1,53,1,28.0,0,0,38034.0,124.0,287,0,0,False,False
1,22,1,46.0,0,1,21162.0,152.0,54,0,0,True,False
0,40,1,45.0,0,1,2630.0,154.0,125,0,0,False,False
1,24,1,39.0,1,0,39135.0,152.0,96,0,0,True,False
0,23,1,8.0,1,0,2630.0,151.0,189,0,0,True,False
1,28,1,37.0,0,1,2630.0,160.0,208,0,0,True,False
0,24,1,15.0,1,0,38298.0,151.0,38,0,0,True,False
0,25,1,14.0,1,0,21471.0,152.0,33,0,0,True,False
1,30,1,28.0,0,1,41780.0,122.0,273,1,1,True,False
1,43,1,15.0,0,1,37005.0,124.0,27,0,0,False,False
1,41,1,8.0,0,1,2630.0,61.0,252,1,1,False,False
0,69,1,50.0,0,1,2630.0,157.0,71,0,0,False,True
1,61,1,28.0,0,1,46772.0,122.0,162,0,0,False,False
0,26,1,39.0,1,0,2630.0,152.0,60,0,0,True,False
0,40,1,29.0,0,1,2630.0,156.0,228,0,0,False,False
0,27,1,13.0,1,0,25717.0,151.0,84,0,0,True,False
0,23,1,12.0,1,0,31322.0,152.0,46,0,0,True,False
1,46,1,28.0,0,1,2630.0,124.0,272,0,0,False,False
1,21,1,27.0,1,0,2630.0,160.0,68,0,0,True,False
1,51,1,28.0,0,1,66215.0,26.0,277,0,0,False,False
0,23,1,37.0,0,0,29944.0,152.0,189,0,0,True,False
1,47,1,50.0,0,1,25259.0,124.0,32,1,1,False,False
1,29,1,3.0,0,1,2630.0,124.0,186,0,0,False,False
1,43,1,28.0,1,0,27574.0,26.0,94,0,0,False,False
0,20,1,15.0,1,0,64968.0,160.0,213,0,0,True,False
1,23,1,41.0,1,0,28714.0,152.0,167,0,0,True,False
1,23,1,11.0,1,0,35105.0,152.0,255,0,0,True,False
