id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
50863,Male,21,1,46.0,0,< 1 Year,Yes,25085.0,160.0,196,0
109360,Male,33,1,30.0,1,< 1 Year,No,2630.0,152.0,186,0
255040,Female,34,1,30.0,0,1-2 Year,Yes,2630.0,152.0,259,0
99908,Female,45,1,41.0,1,1-2 Year,No,2630.0,26.0,292,0
183961,Female,73,1,28.0,0,1-2 Year,Yes,46712.0,24.0,17,0
363355,Male,26,1,6.0,1,< 1 Year,No,28729.0,152.0,234,0
361454,Female,42,1,28.0,0,1-2 Year,Yes,47641.0,124.0,268,1
130601,Male,56,1,24.0,1,1-2 Year,No,35837.0,124.0,175,0
209503,Female,22,1,41.0,1,< 1 Year,No,30741.0,152.0,105,0
276523,Male,39,1,39.0,0,1-2 Year,Yes,2630.0,124.0,193,0
114902,Male,53,1,28.0,0,1-2 Year,Yes,44591.0,26.0,204,0
249450,Female,21,1,8.0,0,< 1 Year,Yes,43202.0,152.0,117,0
315869,Female,24,1,10.0,1,< 1 Year,No,25504.0,152.0,203,0
335954,Male,50,1,28.0,1,1-2 Year,No,31378.0,124.0,273,0
197434,Female,21,1,46.0,1,< 1 Year,No,22249.0,152.0,86,0
351274,Female,32,1,24.0,1,< 1 Year,No,2630.0,152.0,75,0
354848,Female,71,1,8.0,0,1-2 Year,Yes,56842.0,26.0,171,0
273049,Female,27,1,37.0,0,< 1 Year,Yes,46711.0,152.0,189,0
347192,Male,64,1,9.0,1,1-2 Year,No,32274.0,124.0,97,0
225628,Male,61,1,28.0,0,> 2 Years,Yes,52476.0,125.0,113,1
22215,Female,36,1,41.0,1,1-2 Year,No,37228.0,152.0,260,0
217599,Male,43,1,28.0,0,1-2 Year,No,59801.0,26.0,292,0
234658,Male,52,1,15.0,0,1-2 Year,Yes,2630.0,124.0,112,0
278076,Female,21,1,8.0,1,< 1 Year,No,53984.0,160.0,26,0
304038,Male,22,1,34.0,0,< 1 Year,Yes,22401.0,152.0,289,0
53057,Female,41,1,46.0,1,1-2 Year,No,2630.0,124.0,180,0
379370,Female,40,1,39.0,1,1-2 Year,No,37505.0,124.0,227,0
71366,Female,26,1,3.0,1,< 1 Year,No,25952.0,152.0,74,0
33216,Male,70,1,28.0,0,1-2 Year,Yes,34226.0,25.0,290,1
110838,Male,21,1,33.0,1,< 1 Year,No,28692.0,152.0,65,0
302638,Male,26,1,11.0,0,< 1 Year,No,2630.0,152.0,123,0
380190,Female,26,1,28.0,1,< 1 Year,No,18916.0,152.0,105,0
268485,Male,32,1,28.0,0,1-2 Year,Yes,24179.0,163.0,213,0
324252,Male,33,1,43.0,0,< 1 Year,Yes,59329.0,124.0,122,0
141533,Female,24,1,21.0,0,< 1 Year,Yes,34089.0,152.0,258,0
51646,Male,61,1,30.0,1,1-2 Year,No,2630.0,124.0,156,0
293942,Female,65,1,8.0,0,> 2 Years,Yes,39029.0,155.0,183,0
89351,Female,20,1,39.0,0,< 1 Year,Yes,32398.0,160.0,243,0
147930,Female,42,1,28.0,1,1-2 Year,No,24343.0,124.0,148,0
123016,Male,23,1,16.0,1,< 1 Year,No,28210.0,152.0,269,0
183335,Female,56,1,31.0,0,< 1 Year,No,2630.0,1.0,114,0
6571,Female,67,1,33.0,1,1-2 Year,No,32539.0,26.0,54,0
133959,Female,45,1,8.0,0,1-2 Year,Yes,36169.0,26.0,187,1
339999,Male,52,1,28.0,0,1-2 Year,Yes,43760.0,26.0,79,0
65111,Male,26,1,28.0,1,< 1 Year,No,26525.0,152.0,54,0
109060,Female,24,1,15.0,0,< 1 Year,No,39041.0,152.0,189,0
164904,Male,59,1,28.0,0,1-2 Year,Yes,47339.0,122.0,199,0
98798,Female,22,1,8.0,0,< 1 Year,No,2630.0,160.0,67,0
18489,Male,38,1,8.0,1,1-2 Year,No,2630.0,19.0,142,0
372279,Female,26,1,28.0,1,< 1 Year,No,29206.0,152.0,281,0
360423,Female,24,1,28.0,1,< 1 Year,No,70074.0,152.0,85,0
234883,Female,65,1,29.0,0,1-2 Year,Yes,23534.0,124.0,141,1
4860,Female,46,1,28.0,1,1-2 Year,No,27433.0,124.0,274,0
345521,Male,41,1,46.0,1,1-2 Year,No,29878.0,154.0,74,0
117667,Male,59,1,3.0,1,1-2 Year,No,25086.0,26.0,182,0
55336,Male,21,1,10.0,0,< 1 Year,Yes,37118.0,160.0,39,0
63465,Female,23,1,47.0,1,< 1 Year,Yes,29495.0,26.0,224,0
298277,Male,28,1,3.0,1,< 1 Year,No,24405.0,152.0,71,0
73835,Male,63,1,28.0,1,1-2 Year,No,60160.0,124.0,186,0
77850,Male,24,1,41.0,1,< 1 Year,No,30630.0,152.0,269,0
127926,Female,33,1,28.0,0,1-2 Year,Yes,29253.0,124.0,246,1
95119,Male,64,1,28.0,1,1-2 Year,No,29497.0,152.0,99,0
173895,Male,61,1,11.0,1,1-2 Year,No,25443.0,155.0,110,0
227888,Male,40,1,28.0,0,1-2 Year,Yes,41940.0,124.0,258,0
139769,Male,51,1,46.0,0,1-2 Year,Yes,30295.0,124.0,195,0
9559,Male,21,1,41.0,0,< 1 Year,Yes,36695.0,160.0,238,0
51571,Male,46,1,48.0,0,1-2 Year,Yes,2630.0,154.0,79,0
142958,Male,28,1,27.0,1,< 1 Year,No,2630.0,152.0,162,0
248518,Male,44,1,48.0,0,> 2 Years,Yes,2630.0,124.0,213,0
182370,Female,27,1,36.0,1,< 1 Year,No,31716.0,152.0,16,0
170649,Male,23,1,36.0,0,< 1 Year,No,37879.0,152.0,296,0
376335,Female,21,1,46.0,0,< 1 Year,Yes,30387.0,160.0,151,0
348955,Male,54,1,28.0,0,1-2 Year,Yes,2630.0,26.0,180,1
376903,Male,22,1,15.0,1,< 1 Year,No,34912.0,152.0,142,0
338097,Female,24,1,37.0,0,< 1 Year,Yes,32198.0,151.0,220,0
176532,Female,54,1,48.0,0,1-2 Year,Yes,2630.0,26.0,79,0
3234,Female,24,1,8.0,1,< 1 Year,No,29404.0,152.0,285,0
309794,Female,35,1,36.0,0,1-2 Year,Yes,2630.0,156.0,162,0
31627,Male,24,1,10.0,1,< 1 Year,No,40536.0,152.0,170,0
225486,Female,34,1,4.0,1,< 1 Year,No,2630.0,1.0,288,0
116712,Female,29,1,36.0,0,< 1 Year,Yes,2630.0,152.0,163,0
75590,Female,26,1,32.0,1,< 1 Year,No,31471.0,152.0,150,0
378853,Female,23,1,41.0,0,< 1 Year,Yes,24722.0,152.0,212,0
297032,Male,32,1,30.0,0,< 1 Year,Yes,2630.0,152.0,56,1
22141,Female,74,1,28.0,0,1-2 Year,Yes,2630.0,125.0,107,0
226971,Female,22,1,4.0,0,< 1 Year,Yes,44878.0,152.0,226,0
158073,Male,78,1,4.0,1,1-2 Year,No,31643.0,26.0,283,0
212045,Male,46,1,8.0,0,1-2 Year,No,37833.0,154.0,42,0
89913,Female,66,1,18.0,0,1-2 Year,Yes,50992.0,26.0,201,0
86829,Male,63,1,8.0,1,1-2 Year,No,36345.0,26.0,271,0
229999,Male,23,1,36.0,1,< 1 Year,No,37946.0,152.0,76,0
6843,Male,68,1,28.0,1,1-2 Year,No,45682.0,122.0,15,0
67367,Female,24,1,28.0,1,< 1 Year,No,23812.0,152.0,189,0
366521,Male,60,1,15.0,0,> 2 Years,Yes,37024.0,124.0,120,0
377523,Male,24,1,21.0,1,< 1 Year,No,30595.0,152.0,108,0
179998,Male,45,1,24.0,0,1-2 Year,Yes,28690.0,150.0,15,0
275418,Male,27,1,30.0,1,< 1 Year,No,38472.0,152.0,198,0
235727,Male,22,1,41.0,1,< 1 Year,No,24560.0,160.0,53,0
327020,Male,40,1,28.0,0,1-2 Year,Yes,34041.0,124.0,50,1
168776,Male,23,1,33.0,1,< 1 Year,No,26665.0,152.0,88,0
100931,Male,23,1,6.0,1,< 1 Year,No,23073.0,152.0,27,0
109988,Female,48,1,28.0,1,1-2 Year,No,31466.0,26.0,292,0
80049,Female,49,1,28.0,0,1-2 Year,Yes,2630.0,26.0,252,0
318368,Female,24,1,15.0,1,< 1 Year,Yes,31659.0,152.0,298,0
226260,Male,47,1,3.0,0,1-2 Year,No,26706.0,124.0,138,0
145311,Male,66,1,8.0,0,1-2 Year,Yes,33504.0,155.0,193,0
129031,Male,75,1,8.0,0,1-2 Year,Yes,44437.0,26.0,81,0
378513,Male,58,1,28.0,0,1-2 Year,Yes,51903.0,122.0,251,0
102351,Female,24,1,3.0,1,< 1 Year,No,17595.0,152.0,49,0
143160,Female,32,1,15.0,0,1-2 Year,Yes,35289.0,154.0,116,0
311212,Female,32,1,47.0,1,< 1 Year,No,24274.0,152.0,42,0
86036,Male,46,1,46.0,1,1-2 Year,No,28515.0,124.0,193,0
309913,Female,23,1,41.0,0,1-2 Year,Yes,43246.0,124.0,226,0
129957,Male,28,1,3.0,1,< 1 Year,No,28616.0,152.0,110,0
242608,Female,31,1,15.0,1,< 1 Year,No,27428.0,152.0,105,0
297238,Female,70,1,28.0,0,1-2 Year,Yes,45710.0,26.0,175,0
17826,Female,35,1,8.0,1,1-2 Year,No,34327.0,4.0,109,0
249719,Male,40,1,30.0,0,1-2 Year,Yes,2630.0,156.0,120,0
10140,Male,25,1,24.0,1,< 1 Year,No,31400.0,152.0,255,0
365034,Female,34,1,43.0,0,1-2 Year,Yes,2630.0,156.0,134,0
216400,Female,32,1,3.0,0,1-2 Year,Yes,22598.0,155.0,18,1
239780,Female,40,1,18.0,0,1-2 Year,Yes,24365.0,26.0,119,0
48555,Female,25,1,28.0,1,< 1 Year,No,25156.0,152.0,41,0
216131,Male,20,1,15.0,0,< 1 Year,Yes,34278.0,160.0,78,0
379144,Female,25,1,41.0,1,< 1 Year,No,35865.0,152.0,55,0
125571,Male,47,1,23.0,0,1-2 Year,Yes,41793.0,124.0,154,1
380656,Male,64,1,28.0,0,1-2 Year,Yes,68901.0,124.0,157,0
122547,Male,47,1,28.0,0,1-2 Year,Yes,32504.0,26.0,144,0
354970,Male,48,1,0.0,0,1-2 Year,Yes,2630.0,3.0,177,1
115455,Male,37,1,46.0,0,1-2 Year,Yes,23695.0,26.0,201,0
65190,Male,44,1,28.0,0,1-2 Year,Yes,45077.0,156.0,26,0
218732,Male,53,1,12.0,0,1-2 Year,Yes,25850.0,26.0,164,0
123265,Male,25,1,18.0,1,< 1 Year,No,29886.0,152.0,176,0
55783,Male,57,1,21.0,0,> 2 Years,Yes,40960.0,124.0,56,0
360954,Male,41,1,8.0,1,1-2 Year,No,30449.0,26.0,79,0
233236,Male,32,1,28.0,0,1-2 Year,Yes,2630.0,124.0,245,1
270201,Female,24,1,23.0,1,< 1 Year,No,2630.0,152.0,40,0
312372,Male,47,1,7.0,0,1-2 Year,Yes,2630.0,26.0,20,1
223535,Female,69,1,28.0,0,1-2 Year,Yes,36157.0,122.0,148,0
227933,Female,23,1,7.0,1,< 1 Year,No,42920.0,152.0,90,0
194678,Male,40,1,28.0,0,1-2 Year,Yes,43713.0,26.0,291,0
193715,Female,29,1,28.0,0,< 1 Year,No,2630.0,1.0,200,0
314824,Male,46,1,8.0,0,1-2 Year,Yes,39019.0,124.0,120,0
269335,Female,37,1,15.0,0,1-2 Year,Yes,27491.0,14.0,177,0
265381,Male,43,1,28.0,0,> 2 Years,Yes,35082.0,26.0,185,0
90934,Male,21,1,33.0,1,< 1 Year,No,35878.0,152.0,42,0
127085,Female,25,1,30.0,0,< 1 Year,Yes,2630.0,26.0,125,0
230883,Male,34,1,28.0,0,1-2 Year,No,25829.0,154.0,154,0
12034,Female,42,1,45.0,0,1-2 Year,Yes,24316.0,124.0,190,0
357185,Male,51,1,28.0,0,1-2 Year,Yes,45925.0,124.0,161,1
380594,Male,43,1,46.0,0,> 2 Years,Yes,28547.0,124.0,69,1
12582,Male,45,1,28.0,0,1-2 Year,Yes,45013.0,26.0,60,0
305014,Female,69,1,15.0,0,1-2 Year,Yes,50446.0,26.0,266,1
286095,Male,23,1,15.0,0,< 1 Year,Yes,30151.0,152.0,268,0
137858,Male,38,1,8.0,0,1-2 Year,Yes,2630.0,26.0,129,0
369036,Male,45,1,16.0,0,1-2 Year,Yes,22795.0,124.0,283,0
289395,Male,26,1,11.0,1,< 1 Year,No,35934.0,152.0,174,0
353192,Female,24,1,41.0,1,< 1 Year,No,24074.0,152.0,82,0
55964,Female,22,1,30.0,0,< 1 Year,Yes,23984.0,152.0,262,0
167867,Female,25,1,46.0,1,< 1 Year,No,24436.0,152.0,115,0
45243,Male,51,1,28.0,0,> 2 Years,Yes,28356.0,26.0,221,1
97782,Male,50,1,15.0,0,> 2 Years,Yes,29434.0,26.0,74,0
316392,Male,50,1,24.0,0,< 1 Year,No,2630.0,1.0,22,0
146979,Male,26,1,11.0,1,< 1 Year,No,29628.0,152.0,246,0
317166,Male,25,1,3.0,0,< 1 Year,Yes,27696.0,152.0,285,0
303315,Male,49,1,7.0,0,1-2 Year,Yes,52388.0,26.0,229,1
263513,Male,76,1,28.0,1,1-2 Year,No,53510.0,124.0,37,0
79220,Male,64,1,29.0,1,1-2 Year,Yes,40403.0,26.0,142,0
65227,Male,38,1,28.0,0,1-2 Year,Yes,31408.0,124.0,162,1
48534,Male,22,1,28.0,0,< 1 Year,Yes,49225.0,152.0,270,0
252769,Male,22,1,8.0,0,< 1 Year,Yes,35291.0,152.0,199,0
275860,Female,22,1,33.0,1,< 1 Year,No,30100.0,152.0,67,0
230784,Male,30,1,28.0,0,< 1 Year,Yes,30431.0,156.0,18,1
372733,Female,23,1,46.0,1,< 1 Year,No,36320.0,152.0,85,0
259780,Female,43,1,41.0,0,1-2 Year,Yes,33996.0,124.0,85,1
293759,Female,40,1,41.0,0,1-2 Year,Yes,35331.0,109.0,264,0
360678,Female,23,1,29.0,1,< 1 Year,No,35291.0,152.0,24,0
92281,Male,57,1,28.0,1,1-2 Year,No,27515.0,26.0,74,0
29027,Female,63,1,7.0,0,> 2 Years,Yes,81063.0,124.0,272,0
178862,Female,44,1,47.0,0,1-2 Year,Yes,28217.0,26.0,270,0
287871,Female,51,1,28.0,0,1-2 Year,Yes,33777.0,124.0,162,0
316182,Female,35,1,28.0,0,1-2 Year,Yes,52605.0,124.0,252,0
129016,Female,24,1,47.0,1,< 1 Year,No,33683.0,152.0,162,0
20416,Male,68,1,28.0,0,1-2 Year,Yes,2630.0,156.0,273,0
358374,Female,45,1,28.0,0,1-2 Year,Yes,47076.0,122.0,161,1
340721,Female,34,1,33.0,0,1-2 Year,Yes,36235.0,124.0,281,1
91537,Female,23,1,32.0,0,< 1 Year,No,24711.0,152.0,299,0
259649,Male,73,1,28.0,0,1-2 Year,Yes,33762.0,26.0,122,1
76097,Male,69,1,28.0,0,1-2 Year,Yes,40125.0,26.0,267,0
1348,Female,36,1,28.0,1,1-2 Year,No,53847.0,152.0,296,0
350481,Female,33,1,17.0,0,< 1 Year,Yes,2630.0,154.0,43,0
29373,Male,58,1,41.0,0,1-2 Year,Yes,38589.0,136.0,97,0
275906,Male,33,1,28.0,0,1-2 Year,Yes,41453.0,163.0,196,0
216132,Female,46,1,41.0,1,1-2 Year,No,44198.0,124.0,136,0
263989,Male,27,1,10.0,1,< 1 Year,No,26569.0,152.0,31,0
186042,Female,44,1,28.0,0,1-2 Year,Yes,33144.0,26.0,219,0
74973,Male,23,1,30.0,1,< 1 Year,No,24391.0,152.0,74,0
83338,Female,25,1,13.0,1,< 1 Year,No,29946.0,152.0,143,0
167552,Male,42,1,3.0,1,1-2 Year,Yes,35542.0,124.0,236,0
292365,Female,25,1,22.0,1,< 1 Year,No,25117.0,152.0,57,0
53311,Female,42,1,19.0,0,1-2 Year,Yes,2630.0,26.0,19,1
126719,Male,38,1,28.0,1,1-2 Year,No,2630.0,26.0,271,0
284592,Male,21,1,28.0,1,< 1 Year,No,40421.0,152.0,132,0
327012,Male,80,1,46.0,1,1-2 Year,No,27128.0,26.0,90,0
159109,Female,29,1,28.0,1,< 1 Year,No,39342.0,152.0,288,0
75240,Male,29,1,46.0,0,< 1 Year,Yes,31223.0,152.0,245,0
53817,Female,30,1,41.0,0,< 1 Year,Yes,33701.0,154.0,213,0
216134,Female,45,1,46.0,0,1-2 Year,Yes,29419.0,124.0,194,0
19876,Male,22,1,6.0,0,< 1 Year,No,19436.0,152.0,199,0
348590,Male,46,1,28.0,0,1-2 Year,Yes,33432.0,26.0,236,1
239702,Male,22,1,8.0,1,< 1 Year,No,21900.0,160.0,227,0
33640,Female,23,1,21.0,1,< 1 Year,No,2630.0,152.0,14,0
361178,Female,24,1,6.0,1,< 1 Year,No,22881.0,152.0,225,0
51693,Female,51,1,35.0,0,1-2 Year,Yes,2630.0,26.0,260,1
98462,Male,40,1,28.0,0,1-2 Year,Yes,68718.0,124.0,256,0
183201,Male,20,1,34.0,1,< 1 Year,No,2630.0,160.0,167,0
225669,Male,44,1,28.0,0,1-2 Year,Yes,34623.0,124.0,71,0
108944,Male,22,1,3.0,1,< 1 Year,No,16056.0,160.0,194,0
27678,Male,25,1,14.0,1,< 1 Year,No,59651.0,152.0,230,0
30099,Male,39,1,8.0,0,1-2 Year,Yes,24160.0,124.0,144,1
2549,Male,46,1,15.0,1,1-2 Year,No,28329.0,154.0,178,0
83811,Male,43,1,28.0,0,> 2 Years,Yes,42186.0,26.0,42,1
358691,Male,23,1,8.0,1,< 1 Year,No,23727.0,152.0,293,0
320957,Male,25,1,8.0,0,< 1 Year,Yes,63347.0,152.0,249,0
76955,Female,32,1,17.0,0,1-2 Year,Yes,23046.0,124.0,33,1
151493,Male,29,1,11.0,1,< 1 Year,No,25811.0,152.0,183,0
228413,Male,43,1,28.0,0,1-2 Year,Yes,27381.0,163.0,44,1
143384,Female,55,1,28.0,0,1-2 Year,Yes,56261.0,26.0,77,0
50088,Male,58,1,46.0,1,1-2 Year,No,33172.0,11.0,210,0
276377,Male,44,1,8.0,0,1-2 Year,Yes,42971.0,26.0,230,0
292784,Male,73,1,28.0,1,1-2 Year,No,50254.0,26.0,75,0
77972,Male,25,1,2.0,1,< 1 Year,No,27131.0,152.0,189,0
313008,Male,45,1,29.0,1,1-2 Year,No,67786.0,124.0,252,0
129483,Female,20,1,36.0,1,< 1 Year,No,29193.0,160.0,224,0
120047,Female,24,1,15.0,0,< 1 Year,Yes,35052.0,152.0,33,0
120032,Male,23,1,8.0,1,< 1 Year,No,32313.0,151.0,26,0
131120,Male,26,1,29.0,1,< 1 Year,No,25135.0,152.0,144,0
31088,Female,49,1,41.0,0,1-2 Year,Yes,37477.0,124.0,233,0
216696,Male,30,1,50.0,0,< 1 Year,No,2630.0,1.0,239,0
276459,Female,52,1,31.0,0,1-2 Year,Yes,2630.0,154.0,138,0
256316,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,16.0,128,1
366270,Male,31,1,29.0,1,1-2 Year,No,37616.0,26.0,218,0
184211,Male,45,1,20.0,1,1-2 Year,No,2630.0,157.0,237,0
264939,Female,25,1,28.0,1,< 1 Year,No,76543.0,152.0,237,0
159378,Female,20,1,5.0,0,< 1 Year,Yes,2630.0,160.0,213,0
98946,Male,44,1,28.0,1,1-2 Year,No,44224.0,92.0,237,0
248735,Female,47,1,28.0,0,1-2 Year,Yes,51990.0,124.0,186,0
249053,Male,70,1,26.0,1,1-2 Year,No,27888.0,22.0,219,0
330328,Female,24,1,32.0,0,< 1 Year,Yes,38544.0,152.0,98,0
267716,Male,50,1,38.0,0,1-2 Year,Yes,34841.0,156.0,146,1
180574,Female,33,1,28.0,0,< 1 Year,Yes,39001.0,26.0,277,0
45372,Male,75,1,41.0,1,1-2 Year,No,32132.0,26.0,127,0
350144,Male,28,1,17.0,1,< 1 Year,No,29737.0,152.0,238,0
292285,Male,63,1,15.0,0,1-2 Year,No,37539.0,124.0,247,0
179070,Male,29,1,29.0,0,< 1 Year,Yes,36677.0,152.0,73,0
171914,Male,48,1,28.0,1,1-2 Year,No,35911.0,26.0,288,0
260666,Male,24,1,14.0,1,< 1 Year,No,16288.0,152.0,236,0
22256,Female,24,1,50.0,1,< 1 Year,No,48532.0,152.0,96,0
216943,Male,49,1,50.0,0,1-2 Year,Yes,33283.0,8.0,126,1
150040,Male,34,1,50.0,0,1-2 Year,Yes,2630.0,157.0,187,0
224391,Male,45,1,28.0,0,1-2 Year,Yes,33537.0,26.0,72,1
158879,Male,47,1,46.0,0,> 2 Years,Yes,33461.0,26.0,281,0
86865,Male,32,1,33.0,0,< 1 Year,Yes,61507.0,124.0,81,0
168290,Male,53,1,28.0,0,1-2 Year,Yes,2630.0,26.0,192,1
212481,Female,26,1,28.0,0,< 1 Year,Yes,41069.0,152.0,216,0
112144,Male,24,1,47.0,1,< 1 Year,No,29291.0,152.0,226,0
348767,Female,23,1,3.0,1,< 1 Year,No,29495.0,152.0,116,0
127835,Female,41,1,28.0,0,1-2 Year,Yes,24496.0,124.0,177,0
317029,Female,25,1,28.0,1,< 1 Year,No,44689.0,152.0,240,0
57853,Male,22,1,22.0,0,< 1 Year,Yes,27191.0,152.0,167,0
38598,Male,38,1,48.0,1,1-2 Year,Yes,2630.0,52.0,30,0
277890,Male,54,1,24.0,0,> 2 Years,Yes,31847.0,26.0,124,0
212197,Male,34,1,4.0,0,1-2 Year,Yes,16254.0,157.0,20,1
126838,Male,48,1,28.0,0,> 2 Years,Yes,40105.0,25.0,40,1
365216,Male,21,1,8.0,0,< 1 Year,Yes,49232.0,160.0,189,0
246234,Male,25,1,29.0,1,< 1 Year,No,30413.0,152.0,39,0
11885,Male,33,1,41.0,0,< 1 Year,Yes,2630.0,124.0,198,0
134066,Female,60,1,8.0,1,1-2 Year,No,57111.0,7.0,123,0
152645,Male,66,1,8.0,0,1-2 Year,Yes,35236.0,26.0,108,1
118808,Male,24,1,29.0,1,< 1 Year,No,48456.0,152.0,188,0
52623,Female,40,1,45.0,0,1-2 Year,Yes,2630.0,154.0,125,0
195992,Female,23,1,2.0,0,< 1 Year,Yes,22902.0,152.0,74,0
19759,Male,25,1,39.0,1,< 1 Year,No,26290.0,151.0,135,0
318759,Female,23,1,8.0,1,< 1 Year,No,35706.0,152.0,104,0
372217,Male,21,1,36.0,0,< 1 Year,No,42926.0,160.0,36,1
110853,Male,34,1,4.0,0,< 1 Year,No,30112.0,26.0,52,0
55870,Female,27,1,8.0,1,< 1 Year,No,39800.0,152.0,164,0
96842,Male,23,1,3.0,1,< 1 Year,No,22487.0,160.0,182,0
322195,Male,41,1,29.0,0,1-2 Year,No,29241.0,124.0,130,0
318363,Female,55,1,47.0,0,> 2 Years,Yes,45095.0,124.0,160,0
341105,Male,43,1,41.0,0,1-2 Year,Yes,21058.0,26.0,221,0
84304,Female,25,1,3.0,1,< 1 Year,No,27996.0,152.0,211,0
116067,Female,22,1,50.0,1,< 1 Year,Yes,50754.0,152.0,129,0
21352,Male,41,1,28.0,0,1-2 Year,No,2630.0,61.0,37,0
178813,Male,79,1,40.0,0,1-2 Year,Yes,26630.0,26.0,17,1
115713,Female,25,1,8.0,0,< 1 Year,No,49630.0,152.0,180,0
14492,Male,25,1,28.0,0,< 1 Year,Yes,45399.0,152.0,125,0
211267,Female,31,1,35.0,1,< 1 Year,No,32448.0,152.0,75,0
176826,Female,77,1,24.0,1,1-2 Year,No,35384.0,26.0,124,0
13904,Female,25,1,30.0,0,< 1 Year,Yes,29397.0,152.0,29,0
14179,Female,27,1,28.0,0,1-2 Year,Yes,2630.0,156.0,32,0
232792,Female,74,1,28.0,0,1-2 Year,No,69856.0,26.0,176,0
57262,Male,25,1,28.0,1,< 1 Year,No,2630.0,152.0,245,0
138724,Male,24,1,25.0,1,< 1 Year,No,36570.0,152.0,250,0
218896,Male,76,1,28.0,1,1-2 Year,No,32859.0,26.0,205,0
195027,Male,51,1,48.0,1,1-2 Year,No,2630.0,124.0,101,0
243938,Male,27,1,45.0,0,< 1 Year,Yes,2630.0,152.0,32,0
82641,Male,41,1,28.0,0,1-2 Year,Yes,47967.0,4.0,260,0
233325,Male,20,1,2.0,0,< 1 Year,Yes,36753.0,160.0,281,0
192943,Female,28,1,50.0,0,< 1 Year,Yes,43792.0,152.0,183,0
152191,Male,54,1,28.0,1,1-2 Year,No,31881.0,26.0,131,0
324767,Male,23,1,8.0,1,< 1 Year,No,30778.0,151.0,191,0
264470,Female,69,1,8.0,0,1-2 Year,Yes,83666.0,3.0,288,0
331452,Female,38,1,28.0,0,1-2 Year,Yes,36475.0,13.0,104,0
32046,Male,49,1,8.0,0,1-2 Year,No,35708.0,7.0,292,0
208640,Male,33,1,41.0,1,< 1 Year,No,34373.0,152.0,219,0
326786,Male,30,1,28.0,0,< 1 Year,Yes,2630.0,158.0,147,0
266162,Female,29,1,10.0,1,< 1 Year,No,26700.0,152.0,14,0
374772,Female,23,1,3.0,1,< 1 Year,Yes,20569.0,160.0,160,0
136950,Female,29,1,11.0,0,< 1 Year,No,31687.0,152.0,116,0
305675,Female,36,1,28.0,0,1-2 Year,No,42310.0,124.0,267,0
46540,Female,41,1,28.0,0,1-2 Year,Yes,42393.0,26.0,137,0
277211,Male,52,1,45.0,1,1-2 Year,No,2630.0,26.0,293,0
171443,Male,24,1,48.0,0,1-2 Year,Yes,2630.0,26.0,256,1
235358,Female,21,1,7.0,1,< 1 Year,No,54289.0,152.0,184,0
103719,Female,61,1,39.0,1,1-2 Year,No,37700.0,26.0,253,0
208000,Male,50,1,43.0,0,1-2 Year,No,28083.0,156.0,23,0
66319,Male,60,1,46.0,0,1-2 Year,Yes,26097.0,11.0,225,0
260009,Female,21,1,46.0,1,< 1 Year,No,2630.0,152.0,275,0
126946,Female,60,1,48.0,1,1-2 Year,No,2630.0,124.0,44,0
258490,Female,24,1,8.0,0,< 1 Year,No,57147.0,152.0,117,0
365091,Male,79,1,28.0,1,1-2 Year,No,35948.0,26.0,55,0
213812,Male,54,1,28.0,0,1-2 Year,Yes,40205.0,26.0,48,1
236680,Female,26,1,3.0,1,< 1 Year,No,25886.0,152.0,108,0
107519,Male,55,1,28.0,0,1-2 Year,Yes,47646.0,4.0,196,0
86637,Male,50,1,28.0,1,1-2 Year,No,31728.0,124.0,250,0
174289,Male,25,1,8.0,1,< 1 Year,No,68115.0,152.0,131,0
279298,Female,64,1,28.0,1,1-2 Year,No,45546.0,52.0,12,0
26515,Female,25,1,8.0,0,< 1 Year,No,28832.0,152.0,19,0
338192,Female,33,1,14.0,0,1-2 Year,Yes,2630.0,156.0,81,0
317854,Female,40,1,28.0,0,1-2 Year,Yes,48055.0,26.0,99,0
362893,Male,64,1,18.0,0,1-2 Year,Yes,41136.0,26.0,190,0
176959,Female,55,1,47.0,0,1-2 Year,Yes,37008.0,26.0,282,0
303096,Female,45,1,28.0,0,1-2 Year,Yes,50120.0,13.0,258,1
379090,Male,38,1,23.0,0,1-2 Year,Yes,2630.0,157.0,14,0
25751,Male,76,1,28.0,1,1-2 Year,No,73424.0,26.0,210,0
252830,Male,73,1,28.0,0,1-2 Year,Yes,2630.0,125.0,280,0
45879,Male,42,1,8.0,1,1-2 Year,No,23804.0,31.0,144,0
138676,Female,24,1,13.0,1,< 1 Year,No,23019.0,152.0,97,0
191564,Male,28,1,49.0,0,1-2 Year,Yes,26996.0,156.0,136,1
363955,Female,25,1,30.0,1,< 1 Year,No,26333.0,152.0,94,0
239119,Male,61,1,36.0,0,1-2 Year,Yes,37590.0,30.0,223,0
61399,Female,30,1,8.0,0,1-2 Year,No,2630.0,124.0,236,0
120186,Female,49,1,28.0,1,1-2 Year,No,41169.0,26.0,223,0
28609,Female,75,1,15.0,0,1-2 Year,Yes,46254.0,14.0,264,0
33050,Male,30,1,21.0,1,1-2 Year,No,40972.0,124.0,291,0
